date,ts,ms_played,master_metadata_track_name,master_metadata_album_artist_name,spotify_track_uri
2021-11-06,2021-11-06 17:13:32+00:00,50133,The Sensual World,Kate Bush,spotify:track:7EovLg8qd6it8b2eM380o3
2021-11-06,2021-11-06 17:14:48+00:00,23782,The Sensual World,Kate Bush,spotify:track:7EovLg8qd6it8b2eM380o3
2021-11-06,2021-11-06 17:14:55+00:00,7078,Midnight In A Perfect World,DJ Shadow,spotify:track:1z6zJqayfsAiiYtQ3minb7
2021-11-06,2021-11-06 17:14:59+00:00,2945,Changes,Mala,spotify:track:0PfR5qCmwobwbpXL3vaqPm
2021-11-06,2021-11-06 17:15:37+00:00,39297,Never Stop Fighting,Johnny Osbourne,spotify:track:48ojtihTAXs3hbrvoAYm9L
2021-11-06,2021-11-06 17:15:47+00:00,9177,The River,Alpha Steppa,spotify:track:2Ppjnfpvkm3uGw3g876NL4
2021-11-06,2021-11-06 17:20:09+00:00,265333,Kunta Kinte Dub,The Revolutionaries,spotify:track:7622Jo93hnCOkViAgertAz
2021-11-06,2021-11-06 17:23:37+00:00,213506,Feel Like Jumping,Marcia Griffiths,spotify:track:4R8rtLIPQcrjnYvKOlqUON
2021-11-06,2021-11-06 17:27:48+00:00,256920,Give a Little Dub,Dub Pistols,spotify:track:2aJv9GhCIoE4xLu7YQteaY
2021-11-06,2021-11-06 17:30:54+00:00,192106,Sensee Party,Eek-A-Mouse,spotify:track:7FDRuCNyLts7hg1UiaPpUR
2021-11-06,2021-11-06 17:35:09+00:00,261040,You'll Never Find,Dub Pistols,spotify:track:2FnRrQsa9eN4aYkUX6mxm9
2021-11-06,2021-11-06 17:39:07+00:00,243933,Dynamite,New Town Kings,spotify:track:62CZ6APcUU9o7tkkkZ4NWq
2021-11-06,2021-11-06 17:39:44+00:00,39961,Step Up,Macka B,spotify:track:6cbqh8woSu03Vj8s1PCK9C
2021-11-06,2021-11-06 17:39:46+00:00,2096,Higher Than High,Skarra Mucci,spotify:track:15QyT9cGwrMMiylWlnOgzk
2021-11-06,2021-11-06 17:43:26+00:00,222882,Throw Some Water In,"Lee ""Scratch"" Perry",spotify:track:5Zgcaej8fnTH8LbPHI6L5L
2021-11-06,2021-11-06 17:51:47+00:00,465800,On The Other Side,The Gladiators,spotify:track:4YiWAwK3mFnyW6M52Mvl2G
2021-11-06,2021-11-06 17:52:44+00:00,60121,Mash It Up,Ragga Twins,spotify:track:0vzf9dLQB5aqWN5jf98qGt
2021-11-06,2021-11-06 17:52:54+00:00,9666,West End Story,Dub Pistols,spotify:track:2LN3Z6C3q19KD2O6RjmWhS
2021-11-06,2021-11-06 17:52:58+00:00,4404,Milk and Honey,Prince Fatty,spotify:track:7noMTQDPvffmPOUIJ0J50E
2021-11-06,2021-11-06 17:52:59+00:00,935,Be Careful,Matthew McAnuff,spotify:track:7cabK41l8qV5PT81s7XvaG
2021-11-06,2021-11-06 17:53:00+00:00,790,Shy Man,Kiko Bun,spotify:track:20agAT4BknHkW6MRsd3gfZ
2021-11-06,2021-11-06 17:53:01+00:00,1066,Save Your Time,Captain Accident,spotify:track:600ebO796ppU6CV3tXSr51
2021-11-06,2021-11-06 17:53:03+00:00,1217,Say Ganja,Soom T,spotify:track:6MbmHKX09jcAHcPAWA0LqF
2021-11-06,2021-11-06 17:53:04+00:00,1078,Skidip,Mungo's Hi Fi,spotify:track:1UYA0eQlgroz9V73Uov5gj
2021-11-06,2021-11-06 17:53:05+00:00,1006,The Soul of Ethiopia,Manudigital,spotify:track:1HqE1TdS8N9oPcdlnqQ1VN
2021-11-06,2021-11-06 17:55:47+00:00,165703,Skidip,Mungo's Hi Fi,spotify:track:1UYA0eQlgroz9V73Uov5gj
2021-11-06,2021-11-06 17:56:35+00:00,46582,The Soul of Ethiopia,Manudigital,spotify:track:1HqE1TdS8N9oPcdlnqQ1VN
2021-11-06,2021-11-06 17:56:44+00:00,4918,The Soul of Ethiopia,Manudigital,spotify:track:1HqE1TdS8N9oPcdlnqQ1VN
2021-11-06,2021-11-06 18:00:41+00:00,237544,Hypnotised - Dubmatix One Drop,Nubiyan Twist,spotify:track:3b1k3tUvqtIhrVFdfcZ3YQ
2021-11-06,2021-11-06 18:07:25+00:00,406000,Underwater Love,Smoke City,spotify:track:1vahbgf2hkAjBvYRtIo09F
2021-11-06,2021-11-06 18:10:00+00:00,160585,Bad After We (feat. Kojey Radical & Ghetts),SHY FX,spotify:track:0fWYBAqQcUgrTB7YKMOWsj
2021-11-06,2021-11-06 18:13:47+00:00,232896,Skunkfunk,Guts,spotify:track:51dzUTXO2HBKUxgCz7qKOO
2021-11-06,2021-11-06 18:56:17+00:00,171409,Diesel Power,The Prodigy,spotify:track:2zKT0JYK2Ap1YgWMXoibnP
2021-11-06,2021-11-06 21:55:21+00:00,3116,An Dannsa Dub,Tom Spirals,spotify:track:4YWnkzsN6Uc4JG5hWkIzO8
2021-11-06,2021-11-06 21:55:53+00:00,14311,Trauma,Hybrid Minds,spotify:track:0DVJPOdnNJBGOWnDaUHZRH
2021-11-06,2021-11-06 21:56:06+00:00,13137,Cinnamon - Hybrid Minds Remix,Hybrid Minds,spotify:track:12ht4aSdUsYVkShl14kCCW
2021-11-06,2021-11-06 21:56:13+00:00,6164,That Way,Hybrid Minds,spotify:track:1HW6CWcV6ClXJdpnLtUhUL
2021-11-06,2021-11-06 21:56:17+00:00,3224,Supernova,Hybrid Minds,spotify:track:41scpcxZZ8riNgfmgSohGE
2021-11-06,2021-11-06 21:56:20+00:00,2841,Louder Than Words,Pendulum,spotify:track:3AXmSZIHOho1ylePzcTBto
2021-11-06,2021-11-06 21:56:23+00:00,2662,Dance Forever (feat. Everyone You Know),Hybrid Minds,spotify:track:0nwMSPiZ8xQS26yaKu9IpX
2021-11-06,2021-11-06 21:56:27+00:00,3536,Lost,Hybrid Minds,spotify:track:4KoGpBp9fw3IJa22mxdjhO
2021-11-06,2021-11-06 21:56:34+00:00,6441,Let Me Hold You,Netsky,spotify:track:13rtgTDK9w1clbgXpGuW3y
2021-11-06,2021-11-06 21:56:37+00:00,2655,Solitude,Hybrid Minds,spotify:track:0Bh7FGeAvAluOZZqeKm1aD
2021-11-06,2021-11-06 21:56:40+00:00,2594,Blame,Hybrid Minds,spotify:track:3qwKoaBa6UyPOtwnmAWSTS
2021-11-06,2021-11-06 21:56:41+00:00,1245,Phoenix,Hybrid Minds,spotify:track:6ieTQJCmIPPs0yPUzMR2dY
2021-11-06,2021-11-06 21:56:42+00:00,23,Blame,Hybrid Minds,spotify:track:3qwKoaBa6UyPOtwnmAWSTS
2021-11-06,2021-11-06 21:57:20+00:00,6063,Phoenix,Hybrid Minds,spotify:track:6ieTQJCmIPPs0yPUzMR2dY
2021-11-06,2021-11-06 21:57:27+00:00,7249,"Ой, Дуся, ой, Маруся (казачья лезгинка)",Отава Ё,spotify:track:0XMNr6oVX02CGorbPIjDde
2021-11-06,2021-11-06 21:57:31+00:00,3017,Finnish Polka,Отава Ё,spotify:track:3qqVVOSsXz3zG1zgvD2QCu
2021-11-06,2021-11-06 21:57:34+00:00,2518,Сумецкая,Отава Ё,spotify:track:5FKQzqwPvGfuYiD23Zusb6
2021-11-06,2021-11-06 21:57:47+00:00,12686,Финская полька 2.0,Отава Ё,spotify:track:2POGThYYsunQ0Y3vGxfnYp
2021-11-07,2021-11-07 09:36:32+00:00,8930,The Loom,Anilah,spotify:track:0RXlC9M8kO5AMFdjUOYNgA
2021-11-07,2021-11-07 09:36:47+00:00,924,Worldwide Traveller - Dreadsquad Remix,Chopstick Dubplate,spotify:track:2xCvUwV0bFrchbeciFNCY3
2021-11-07,2021-11-07 09:36:47+00:00,8577,The Loom,Anilah,spotify:track:0RXlC9M8kO5AMFdjUOYNgA
2021-11-07,2021-11-07 09:41:34+00:00,289576,Superstylin',Gentleman's Dub Club,spotify:track:4G7sC4cJ8wl0W17zU3dAsb
2021-11-07,2021-11-07 09:45:08+00:00,220200,Natural Mystic,Jennifer Lara,spotify:track:0uF2N5I29J89f4YKJNFCST
2021-11-07,2021-11-07 09:45:18+00:00,13234,Turn Down the Lights,Benny Page,spotify:track:5UeLuozsBQbBj1MmB6joHz
2021-11-07,2021-11-07 09:45:32+00:00,13896,Ghost Town - 2015 Remaster,The Specials,spotify:track:56LIfs198QQE7XvHKYqvy6
2021-11-07,2021-11-07 09:45:38+00:00,5284,Funky Kingston,Toots & The Maytals,spotify:track:26WPI2aksB9XdqmeLfca5z
2021-11-07,2021-11-07 09:49:04+00:00,209297,Close Your Eyes,Soom T,spotify:track:1y22ZW33kYlSgSW2UtNVa8
2021-11-07,2021-11-07 09:49:06+00:00,4630,Only Just Begun,Manudigital,spotify:track:1TURPL0kG4SEOanrx37yeo
2021-11-07,2021-11-07 09:49:22+00:00,16173,One Step Beyond - 2009 - Remaster,Madness,spotify:track:2nuLZbpHKCXrk9gqS9Lzis
2021-11-07,2021-11-07 09:57:16+00:00,255906,Spar With Me,Toyan,spotify:track:3XNem1lcQ4iMU1Txztdi07
2021-11-07,2021-11-07 09:57:17+00:00,3976,Walk and Skank,Serial Killaz,spotify:track:2w2aQpzhonbk0Ro4kQWDka
2021-11-07,2021-11-07 10:00:12+00:00,177666,Since I Threw The Comb Away - 2002 Digital Remastered,The Twinkle Brothers,spotify:track:7vxc2LPkPLVIdUbsYq7Uwe
2021-11-07,2021-11-07 10:04:24+00:00,258320,Black Is the Night,DJ Vadim,spotify:track:3CA3wAOZ7U3nt96W2QKtFp
2021-11-07,2021-11-07 10:04:55+00:00,33782,Last Chance To Dance,The Undercover Hippy,spotify:track:6FAFlj73fE2P0Qu8jzbgzN
2021-11-07,2021-11-07 10:09:34+00:00,281887,Your Teeth In My Neck,Scientist,spotify:track:1yDEFW9WSz1JqaoK2gJGPx
2021-11-07,2021-11-07 10:13:10+00:00,221318,Misty Eyes,The Nextmen,spotify:track:6nq2ck4AGCU3A39o1Xjyu0
2021-11-07,2021-11-07 10:17:35+00:00,271618,Man Next Door (feat. Santigold),U-Roy,spotify:track:3AEzcmT9Vn1dJS1y7rQWtn
2021-11-07,2021-11-07 10:23:16+00:00,347053,Stepping Razor,Peter Tosh,spotify:track:5PxJMuvCFAEbAGaG0J4mLr
2021-11-07,2021-11-07 10:23:20+00:00,7335,Dynamite,New Town Kings,spotify:track:62CZ6APcUU9o7tkkkZ4NWq
2021-11-07,2021-11-07 10:27:00+00:00,222000,Milk and Honey,Prince Fatty,spotify:track:7noMTQDPvffmPOUIJ0J50E
2021-11-07,2021-11-07 10:30:47+00:00,233893,My Face,Biga*Ranx,spotify:track:74vgqbfWaDGkggH2lYaCO7
2021-11-07,2021-11-07 10:37:48+00:00,427173,Cay's Crays,Fat Freddy's Drop,spotify:track:0cuoNSBm7mXApyoOKYIEmL
2021-11-07,2021-11-07 10:40:37+00:00,174586,Conscious Rasta Dub,Don Carlos,spotify:track:64i0OwhBnECuNCD4ufVLV1
2021-11-07,2021-11-07 10:44:31+00:00,240146,She Got Love for Me,Mungo's Hi Fi,spotify:track:63LFgWedlMO5nJhFCwWjMN
2021-11-07,2021-11-07 10:54:08+00:00,583176,Hope,Fat Freddy's Drop,spotify:track:2ceyGbQx2ALEvmc36DFQ6V
2021-11-07,2021-11-07 10:54:13+00:00,7178,Code Red,Conquering Lion,spotify:track:4m3WUb2XPPaVgLBUc5SsNJ
2021-11-07,2021-11-07 10:56:23+00:00,133240,Reggae Merengue,Tommy McCook,spotify:track:5tG3YpxhsXIAU7svGIp6SP
2021-11-07,2021-11-07 10:58:48+00:00,150760,Keep on Moving,Lord Tanamo,spotify:track:6r31QRPW340CAZDtw6Qzol
2021-11-07,2021-11-07 15:01:13+00:00,48599,On my Radio,The Selecter,spotify:track:5X7Sbugnqqm3ffA9y7b7wD
2021-11-07,2021-11-07 15:01:34+00:00,5264,On my Radio,The Selecter,spotify:track:5X7Sbugnqqm3ffA9y7b7wD
2021-11-07,2021-11-07 15:05:00+00:00,209066,Save Your Time,Captain Accident,spotify:track:600ebO796ppU6CV3tXSr51
2021-11-07,2021-11-07 15:05:15+00:00,17669,Ganja Leaf,Soom T,spotify:track:694tUmXYcAan599ZtreOGM
2021-11-07,2021-11-07 15:08:17+00:00,184413,Three Piece Suit,Trinity,spotify:track:1l6FYpPbh8fEsvbMdOmIa4
2021-11-07,2021-11-07 15:12:50+00:00,279506,Waterfalls,TLC,spotify:track:6qspW4YKycviDFjHBOaqUY
2021-11-07,2021-11-07 15:14:05+00:00,78710,Tuttle's Reel,Lorkin O'Reilly,spotify:track:55T8dngArgGkHMA5a46jK6
2021-11-07,2021-11-07 15:14:20+00:00,2727,Your Love - Remix,The Prodigy,spotify:track:6vsy0Bg3BeAyq7INPGEA2o
2021-11-07,2021-11-07 15:14:20+00:00,15698,Strong & Free - Dubtime Remix,Dreadsquad,spotify:track:4iUcuuFFLVQfN9fvc9u3MS
2021-11-07,2021-11-07 15:18:10+00:00,234015,Danube,Ondubground,spotify:track:7DItr6UYPjCIlT4t9yHxsv
2021-11-07,2021-11-07 15:19:00+00:00,52566,When You Gotta Go You Gotta Go,Gelka,spotify:track:1jyBrf6gK9KC50VXOyfhNj
2021-11-07,2021-11-07 15:19:04+00:00,3941,Spitfire,The Prodigy,spotify:track:65m3XlmjBPioRtWxmdyIDB
2021-11-07,2021-11-07 15:19:07+00:00,2909,Cracks - Flux Pavilion Remix,Freestylers,spotify:track:2grynUHH0A3faPhGjdkjeJ
2021-11-07,2021-11-07 15:21:50+00:00,165760,"Baby, You’ve Got What It Takes",Dinah Washington,spotify:track:0DICNd5XQ1og9UeYzxoNFV
2021-11-07,2021-11-07 15:24:55+00:00,191013,Heartbeat,Nneka,spotify:track:5RaqQUlP6i9tOBCXUdlmDO
2021-11-07,2021-11-07 15:26:11+00:00,78568,Natural High,Awon,spotify:track:1T7GPnQqQBYvRFS0qy8uvs
2021-11-07,2021-11-07 15:26:16+00:00,5465,What’s Wrong With Touching? (Touch),Hollie Poetry,spotify:track:0YXcJjtGYkipoPijI3GhLN
2021-11-07,2021-11-07 15:30:43+00:00,269149,Glue,Bicep,spotify:track:2aJDlirz6v2a4HREki98cP
2021-11-07,2021-11-07 15:30:51+00:00,11200,Building Steam With A Grain Of Salt,DJ Shadow,spotify:track:4cucslsiEgezV2o900Ykg3
2021-11-07,2021-11-07 15:31:23+00:00,31956,Intravenous Dub,Mungo's Hi Fi,spotify:track:3GCiLxzIZCENKsIryLpuPQ
2021-11-07,2021-11-07 15:34:17+00:00,176432,Reggae in Your Jeggae,Dandy Livingstone,spotify:track:05T6yaVFyoSXBmrdARW0Hx
2021-11-07,2021-11-07 15:34:25+00:00,10643,The Cold in You,Phaeleh,spotify:track:1pKqaxCdPx2qditXRCX4Hy
2021-11-07,2021-11-07 15:34:59+00:00,33952,What You Feel - Original Mix,Kry Wolf,spotify:track:0RAAzFSkFP2VfiSmpvPeF7
2021-11-07,2021-11-07 15:35:04+00:00,5728,Napalm Brain / Scatter Brain - Medley,DJ Shadow,spotify:track:3l63ghLZ5cUakXfK3HrjQ2
2021-11-07,2021-11-07 15:35:32+00:00,27362,Figure Numatic,Nubiyan Twist,spotify:track:3cC4TINErPyxCWtSN9w32h
2021-11-07,2021-11-07 15:39:41+00:00,252041,Along the River,Stand High Patrol,spotify:track:5B8dUTQqjWH4DE0DGfM48f
2021-11-07,2021-11-07 15:39:43+00:00,4690,Bad Habits,Chainska Brassika,spotify:track:6g10es9RXXhDQafXH6fWsH
2021-11-07,2021-11-07 15:39:54+00:00,10120,Katy on a Mission,Katy B,spotify:track:47uhrF6IvyE2eUyyfLAEzf
2021-11-07,2021-11-07 15:43:36+00:00,225889,Soulfly,Dreadsquad,spotify:track:0UN8Z2HRedptKTAD9FlvMO
2021-11-07,2021-11-07 15:47:03+00:00,212795,Nice Up The Dance,Kabaka Pyramid,spotify:track:2KR1FKbtBscgImHlKdoVyj
2021-11-07,2021-11-07 15:47:11+00:00,11109,New Skank,Dub Pistols,spotify:track:6HKD0KMSNibg90W4ZXs5Yz
2021-11-07,2021-11-07 15:47:25+00:00,12514,Night,Benga,spotify:track:6KLZ988MUa4IuMVTjwqIkJ
2021-11-07,2021-11-07 15:47:47+00:00,22188,The Heathen,Dean Fraser,spotify:track:3QTuUcvkF2p7RdTaG25SmI
2021-11-07,2021-11-07 15:50:48+00:00,183291,Hooked On You,The Mouse Outfit,spotify:track:7mehF2wQ5tkzh2WQP7GzvM
2021-11-07,2021-11-07 15:55:14+00:00,273066,Wind It Up,The Prodigy,spotify:track:2YpanBJd9Wj2ZxrmcUrTUR
2021-11-07,2021-11-07 15:58:12+00:00,183266,Hounds Of Love,Kate Bush,spotify:track:0iluWxTpC9QOdVPg3PROvm
2021-11-07,2021-11-07 15:58:25+00:00,16022,Sorry Mr. Policeman,Gypsy Unit,spotify:track:6jCeIV3Ga2Aub541bBgUF2
2021-11-07,2021-11-07 16:02:09+00:00,227343,"Green Brain (with Lee ""Scratch"" Perry & Yaadcore)",Green Lion Crew,spotify:track:17tiS25zAjVNjvodAh8usi
2021-11-07,2021-11-07 16:05:52+00:00,228093,Shove It,Santigold,spotify:track:1coivm4gzVsvpzqW4bN4WM
2021-11-07,2021-11-07 16:09:54+00:00,248626,In For The Kill,La Roux,spotify:track:6yRraj2ghJiIcVbQ6Vb59Q
2021-11-07,2021-11-07 16:12:03+00:00,131472,Fit but You Know It,The Streets,spotify:track:312A8WfROSLvZbMDHBUPDp
2021-11-07,2021-11-07 16:12:07+00:00,4493,Radian,Air,spotify:track:2KRtaifTqFrba2d5fa33w7
2021-11-07,2021-11-07 16:12:09+00:00,1946,AMK,Commodo,spotify:track:2ufJSvfqXLMQTrjBDFqzJF
2021-11-07,2021-11-07 16:14:22+00:00,132578,Rock Steady,Dub Pistols,spotify:track:47SIpGI5vvv1Aam3Usicnf
2021-11-07,2021-11-07 16:14:25+00:00,2360,Chan Chan,Iseo & Dodosound,spotify:track:7wQ3PHT0oNWwjPuTZ2z7cS
2021-11-07,2021-11-07 16:14:27+00:00,2607,You Can Get It If You Really Want,Desmond Dekker,spotify:track:1QObxmXGxIwMcUrBgViw4T
2021-11-07,2021-11-07 16:18:37+00:00,252293,Inspiration Information,Shuggie Otis,spotify:track:6qH6xP8tzxvZlCcmHit4AL
2021-11-07,2021-11-07 16:22:43+00:00,252443,Unemployed,Stand High Patrol,spotify:track:3YVMy9J6ipoiP6efyl2VjX
2021-11-08,2021-11-08 06:55:35+00:00,150047,Archangel,Burial,spotify:track:6evpAJCR5GeeHDGgv3aXb3
2021-11-08,2021-11-08 06:56:16+00:00,25230,Archangel,Burial,spotify:track:6evpAJCR5GeeHDGgv3aXb3
2021-11-08,2021-11-08 07:25:18+00:00,33984,No Fear,Escape Roots,spotify:track:2tObAfBCUqyL8367xWBIWe
2021-11-08,2021-11-08 08:36:12+00:00,163000,"Piano Sonata No. 3 in B Minor, Op. 58: 2. Scherzo (Molto vivace)",Frédéric Chopin,spotify:track:3n1A0fMA8CoaJ8Hmj7HZFH
2021-11-08,2021-11-08 08:37:07+00:00,54786,"24 Preludes, Op. 28: Prelude No. 3 in G Major, Op. 28, No. 3",Frédéric Chopin,spotify:track:5kCIbCsiVMZ1um4S3gShBU
2021-11-08,2021-11-08 08:43:22+00:00,375013,"Deux Nocturnes, Op. 62: II. Lento",Frédéric Chopin,spotify:track:0GQvj9SKiSb17qkkN8uqGc
2021-11-08,2021-11-08 08:45:29+00:00,126400,"Poème, Op. 69 No. 1 - Live",Alexander Scriabin,spotify:track:323JHdcrk8jQvGIBFaZITE
2021-11-08,2021-11-08 08:46:55+00:00,85466,"Mazurka No. 48 in C Major, Op. 68 No. 1",Frédéric Chopin,spotify:track:7M8xmBJZ4luLWJd004c8UH
2021-11-08,2021-11-08 08:47:29+00:00,31306,"24 Préludes, Op. 28: No. 1 in C Major",Frédéric Chopin,spotify:track:2ZJxZgzO6fNey5jqhWlYfn
2021-11-08,2021-11-08 10:43:16+00:00,802769,"Piano Concerto No. 2 in F Minor, Op. 21: 1. Maestoso",Frédéric Chopin,spotify:track:58WsguyUWBFGYQUlwMUInF
2021-11-08,2021-11-08 10:45:12+00:00,114960,"Mazurka No. 16 in A-Flat Major, Op. 24 No. 3",Frédéric Chopin,spotify:track:5H6PXTYoLPWoBVQzfJC3pX
2021-11-08,2021-11-08 10:47:30+00:00,137441,"Piano Sonata No. 3 in B Minor, Op. 58: II. Scherzo. Molto vivace",Frédéric Chopin,spotify:track:63YG5JlE4maTpMPRgNaTPs
2021-11-08,2021-11-08 10:48:25+00:00,55053,"Piano Concerto No. 1 in E Minor, Op. 11: I. Allegro maestoso - Pt. 13",Frédéric Chopin,spotify:track:3rgJFDZffKvRSTfj8098r6
2021-11-08,2021-11-08 10:51:35+00:00,189243,"Mazurkas, Op. 68: No. 2, Lento in A Minor",Frédéric Chopin,spotify:track:31aefqqvUiR25wXAfbamsj
2021-11-08,2021-11-08 10:52:27+00:00,51798,"3 Ecossaises, Op. 72 No. 3: No. 3 In D-Flat Major",Frédéric Chopin,spotify:track:5rKlzBMrCxKU3EZ6n7aO2w
2021-11-08,2021-11-08 10:53:22+00:00,53986,"12 Etudes, Op. 10: No. 12 in C Minor ""Revolutionary"" - Pt. 1",Frédéric Chopin,spotify:track:4LbDFYRsy4oo0IRHfK0Syz
2021-11-08,2021-11-08 10:55:47+00:00,144666,"24 Préludes, Op. 28: 24. In D Minor - 2011 Recording",Frédéric Chopin,spotify:track:1gFpn8WdaHvmMC20y18dol
2021-11-08,2021-11-08 11:00:25+00:00,277653,"Berceuse in D-Flat Major, Op. 57",Frédéric Chopin,spotify:track:7emHZ5HjNv850u3gXKMbd1
2021-11-08,2021-11-08 11:03:24+00:00,178266,"Waltzes, Op. 70: No. 2, Tempo giusto in F Minor",Frédéric Chopin,spotify:track:7JhknlwzHi4RZ7byM6u4pX
2021-11-08,2021-11-08 11:06:19+00:00,174920,"12 Etudes, Op. 10: Etude No. 3 in E Major, Op. 10, No. 3",Frédéric Chopin,spotify:track:5F5VRTEJ4FsaJIP0ZJpE3X
2021-11-08,2021-11-08 11:08:02+00:00,102786,"3 Valses, Op. 64: No. 1 in D-Flat Major. Molto vivace",Frédéric Chopin,spotify:track:2vHfTslDr1umRnK9vQSj6g
2021-11-08,2021-11-08 11:11:02+00:00,178560,"Introduction And Polonaise, Op. 3: Introduction - Lento - Excerpt / Live At Concert Hall, Kyoto / 2000",Frédéric Chopin,spotify:track:2twk6DdDYA2KHgpVDZJuL8
2021-11-08,2021-11-08 11:13:08+00:00,125760,"24 Préludes, Op. 28: No. 4 in E Minor: Largo - Live",Frédéric Chopin,spotify:track:31qenlYZz201kz9dxiDIjG
2021-11-08,2021-11-08 11:14:42+00:00,93533,"Piano Sonata No. 2 in B-Flat Minor, Op. 35: IV. Finale. Presto",Frédéric Chopin,spotify:track:0ABwGDwSMK7KL7pnF2XO98
2021-11-08,2021-11-08 11:20:16+00:00,334042,"Nocturnes, Op. 27: No. 2 in D-Flat Major",Frédéric Chopin,spotify:track:5TKld1mkHVx6iuMRrrWJ1u
2021-11-08,2021-11-08 11:21:39+00:00,81960,"12 Etudes, Op. 25: Etude No. 14 in F Minor, Op. 25, No. 2",Frédéric Chopin,spotify:track:5rxlC2W7QwrKMoHidQFhje
2021-11-08,2021-11-08 11:23:14+00:00,94273,"Mazurka No. 44 In G Major, Op. 67 No. 1",Frédéric Chopin,spotify:track:5B3AdTrADYAcTWbfZYFBEH
2021-11-08,2021-11-08 11:25:23+00:00,128621,"Preludes, Op. 28: No. 20 in C Minor. Largo",Frédéric Chopin,spotify:track:4dzUrarRjmsV4d3SnSke0p
2021-11-08,2021-11-08 11:36:06+00:00,642733,"Piano Concerto No. 1 in E minor, Op. 11: II. Romanza: Larghetto",Frédéric Chopin,spotify:track:1oXjkyL0RloFXHvD47O4Rn
2021-11-08,2021-11-08 11:38:47+00:00,160240,"24 Préludes, Op. 28: No. 24 in D Minor",Frédéric Chopin,spotify:track:5l0QFJY2bUkI8zq6cX5MiG
2021-11-08,2021-11-08 13:47:02+00:00,127614,"Waltzes, Op. 64: No. 1 in D-Flat Major, ""Minute Waltz"" (arr. for Orchestra by Leopold Stokowski)",Frédéric Chopin,spotify:track:6ZYQ4XIj4zW9phBORkeoqz
2021-11-08,2021-11-08 13:50:39+00:00,215613,"Mazurka No. 38 in F-Sharp Minor, Op. 59 No. 3",Frédéric Chopin,spotify:track:7bE11xj1RSDU5Qrq75ZG33
2021-11-08,2021-11-08 13:54:03+00:00,204520,"Cello Sonata in G Minor, Op. 65: III. Largo",Frédéric Chopin,spotify:track:3zrcDZ9hPNkZuq20pxPb9o
2021-11-08,2021-11-08 14:04:18+00:00,613946,"Ballade No. 4 in F Minor, Op. 52",Frédéric Chopin,spotify:track:383Aety6sdWRkfo1BbDrwk
2021-11-08,2021-11-08 14:08:01+00:00,222520,"Waltz No. 9 In A-Flat Major, Op. 69 No. 1 ""Farewell""",Frédéric Chopin,spotify:track:2CH254RFbPKRDK1QZTDjch
2021-11-08,2021-11-08 14:10:20+00:00,138440,"12 Etudes, Op. 10: Etude No. 10 in A-Flat Major, Op. 10, No. 10",Frédéric Chopin,spotify:track:3cZ5wOFecPZlVrpnozGeeC
2021-11-08,2021-11-08 14:14:24+00:00,244013,"Chopin: Mazurka No. 36 in A Minor, Op. 59 No. 1",Frédéric Chopin,spotify:track:2hMQdfyOYI6vVelPHdpqcu
2021-11-08,2021-11-08 14:16:15+00:00,110826,"Mazurka No. 51 in F Minor, Op. 68, No. 4",Frédéric Chopin,spotify:track:5VzHmJXm2fdejvvv6Gn9q3
2021-11-08,2021-11-08 14:21:06+00:00,288893,"Nocturnes, Op. 32: No. 1, Andante sostenuto in B Major",Frédéric Chopin,spotify:track:4UQz4XrXt87VRclopAqDg0
2021-11-08,2021-11-08 14:22:46+00:00,100453,"24 Préludes, Op. 28, C. 166-189: No. 4 Largo in E Minor, C. 169 - Live",Frédéric Chopin,spotify:track:1ZGUgCQtppG7ukD4QT6P29
2021-11-08,2021-11-08 14:23:54+00:00,68000,"Piano Sonata No. 2 in B-Flat Minor, Op. 35: IV. Finale (Presto)",Frédéric Chopin,spotify:track:5mqL1CG2vZuTYC4bxyxSai
2021-11-08,2021-11-08 14:31:55+00:00,479933,"Piano Concerto No. 2 in F Minor, Op. 21: III. Allegro vivace",Frédéric Chopin,spotify:track:4bMvKI5LAD0WzjA0QGRRjw
2021-11-08,2021-11-08 14:34:26+00:00,151093,"Mazurka No. 51 in F Minor, Op. 68 No. 4",Frédéric Chopin,spotify:track:16jRmmJFdicrqavKxae4ov
2021-11-08,2021-11-08 14:36:42+00:00,135440,"Prelude No. 19 in A Major, BWV 864 - Prelude No. 7 in A Major, Op. 28, No. 7",Johann Sebastian Bach,spotify:track:0xmVbJIdm78ZBDuhpfU7qN
2021-11-08,2021-11-08 14:38:07+00:00,84613,"Mazurka, Op. 33: Mazurka, Op. 33 No. 1 en Sol-Dièse Mineur",Frédéric Chopin,spotify:track:1Gn69ucHBajXpJ4EsjNvVB
2021-11-11,2021-11-11 06:58:00+00:00,2739,Imaginary People,Resonators,spotify:track:7q8cecwO5AibefYo7E6vNL
2021-11-11,2021-11-11 07:01:44+00:00,218755,Imaginary People,Resonators,spotify:track:7q8cecwO5AibefYo7E6vNL
2021-11-11,2021-11-11 07:04:40+00:00,181440,All of Me,Billie Holiday,spotify:track:1LGqJ3nvxpVXDWpEzq4DJD
2021-11-11,2021-11-11 07:08:27+00:00,233186,Drifting,Maverick Sabre,spotify:track:4bxzRvNJBeYM5vzWnHBU53
2021-11-11,2021-11-11 09:42:36+00:00,526093,"Barcarolle in F-Sharp Major, Op. 60",Frédéric Chopin,spotify:track:3T9kTiWNFyfPe3vo6jtoAA
